SF	Freq	Lemma	Segmentation	Analysis
megugat	1	megug	megug-at	megug-ACC
holnap	51	holnap	holnap	N.NOM.SG
kötés	1	kötés	kötés	N.NOM.SG
tölti	2	tölt	tölt-i	V-IND.PRS.DEF.3.SG.i
mene	2	m	m-ene	N.NOM-COND.PRS.INDF.3.SG
figyelj	145	figyel	figyel-j	V-SBJV.PRS.INDF.2.SG
haltam	1	hal	hal-tam	V-IND.PST.INDF.1.SG
hangot	4	hang	hang-ot	N.SG-ACC
verjük	2	ver	ver-jük	V-IND.PRS.DEF.1.PL
hajacskát	1	hajacská	hajacská-t	hajacská-ACC
fejeden	2	fej	fej-ed-en	N.SG-PSS2S-ON+ESS
tartom	4	tart	tart-om	V-IND.PRS.DEF.1.SG
ellökted	1	ell	ell-ök-ted	N.NOM-PL-IND.PST.DEF.2.SG
golyóbist	1	golyóbis	golyóbis-t	golyóbis-ACC
megütnének	1	megüt	megüt-nének	V-COND.PRS.INDF.3.PL
vadállatot	1	vadállat	vadállat-ot	N.SG-ACC
paprikás	2	paprikás	paprikás	N.NOM.SG
keresse	2	keres	keres-je	V-SBJV.PRS.DEF.3.SG
kocsi	94	kocsi	kocsi	N.NOM.SG
szeretned	1	szeret	szeret-ned	V-NFIN.2.SG
mutatta	1	mutat	mutat-ta	V-IND.PST.DEF.3.SG
pelenkát	16	pelenka	pelenka-t	N.SG-ACC
belenyomja	1	beleny	beleny-om-ja	beleny-PSS1S-PSS3S
hajóba	2	hajó	hajó-ba	N.SG-IN+ALL
ecsetre	2	ecset	ecset-re	N.SG-ON+ALL
volt	528	volt	volt	N.NOM.SG
legelre	1	legel	legel-re	V.IND.PRS.INDF.3.SG-ON+ALL
ólomkatonát	5	ólomkatona	ólomkatona-t	N.SG-ACC
takaróka	1	takaró	takaró-k-a	N.NOM-PL-PSS3S
csokisat	1	csokis	csokis-at	csokis-ACC
orrára	1	orr	orr-a-ra	N.SG-PSS3S-ON+ALL
lábája	1	lábá	lábá-ja	lábá-PSS3S
zsebkendőt	2	zsebkendő	zsebkendő-t	N.SG-ACC
dongókát	1	dongóká	dongóká-t	dongóká-ACC
túrós	1	túrós	túrós	ADJ.NOM.SG
ládában	2	láda	láda-ban	N.SG-IN+ESS
búvárszemüveget	1	búvárszemüveg	búvárszemüveg-et	búvárszemüveg-ACC
fölrakjuk	2	fölr	fölr-ak-juk	fölr-PL-PSS3P
menjünk	427	megy	megy-jünk	V-SBJV.PRS.INDF.1.PL
megakad	1	meg	meg-ak-ad	meg-PL-PSS2S.SG
arca	2	arca	arca	N.NOM.SG
veszekedj	3	veszekedik	veszeked-j	V-SBJV.PRS.INDF.2.SG
megpusz	1	megpu	megpu-sz	megpu-IND.PRS.INDF.2.SG.asz
kacs	2	kacs	kacs	N.NOM.SG
ellopta	2	ellop	ellop-ta	V-IND.PST.DEF.3.SG
lesett	2	les	les-ett	V-IND.PST.INDF.3.SG
elveszi	76	elvesz	elvesz-i	V-IND.PRS.DEF.3.SG.i
álmokat	1	ál	ál-m-ok-at	ADJ.SG-PSS1S-PL-ACC
padlót	1	padló	padló-t	N.SG-ACC
pihenek	3	pihen	pihen-ek	V-IND.PRS.INDF.1.SG
földrengés	1	földrengés	földrengés	N.NOM.SG
esküvőjükre	1	esküvő	esküvő-jük-re	N.NOM-PSS3P-ON+ALL
orrodban	2	orr	orr-od-ban	N.NOM-PSS2S-IN+ESS
szervusz	75	szervu	szervu-sz	szervu-IND.PRS.INDF.2.SG.asz
sírsz	20	sír	sír-sz	V-IND.PRS.INDF.2.SG.asz
hazamegyek	1	hazamegy	hazamegy-ek	hazamegy-PL
lányoknak	1	lány	lány-ok-nak	N-PL-DAT.SG
olvassak	2	olvas	olvas-jak	V-SBJV.PRS.INDF.1.SG
boldogan	1	boldog	boldog-a-n	ADJ.NOM.SG-PSS3S-ON+ESS
gyereknek	3	gyer	gyer-ek-nek	gyer-PL-DAT
gyerkőcömet	1	gyerkőc	gyerkőc-öm-et	gyerkőc-IND.PRS.DEF.1.SG-ACC
jegesmedvének	1	jegesmedve	jegesmedve-nek	N.SG-DAT.SG
megfogják	1	megfog	megfog-ják	V-IND.PRS.DEF.3.PL
talicskát	2	talicska	talicska-t	N.SG-ACC
apuka	16	apu	apu-k-a	N.NOM-PL-PSS3S
bújtak	1	bújik	búj-tak	V-IND.PST.INDF.3.PL
apukájának	1	apukájá	apukájá-nak	apukájá-DAT
ingem	1	ing	ing-em	N.NOM-PSS1S.SG
moziba	1	mozi	mozi-ba	N.SG-IN+ALL
kérek	271	kér	kér-ek	V-IND.PRS.INDF.1.SG
micimackóval	1	micimac	micimac-k-ó-val	micimac-PL-V.PTCP.PRS-INST
mondjam	1	mond	mond-jam	V-SBJV.PRS.DEF.1.SG
tűnt	2	tűnik	tűn-t	V-IND.PST.INDF.3.SG
tej	16	tej	tej	N.NOM.SG
tanulják	1	tanul	tanul-ják	V-IND.PRS.DEF.3.PL
lessz	1	les	les-sz	V.IND.PRS.INDF.3.SG-IND.PRS.INDF.2.SG.asz
vononat	1	von	von-on-at	V.IND.PRS.INDF.3.SG-ON+ESS-ACC
bilikét	1	bili	bili-k-é-t	N.NOM-PL-PSS4S-ACC
puszit	50	puszi	puszi-t	N.SG-ACC
vasdorongot	1	vasdorong	vasdorong-ot	vasdorong-ACC
szív	1	szív	szív	N.NOM.SG
meghallgathatod	2	meghallg	meghallg-at-hat-od	meghallg-ACC-POT-PSS2S
megrajzolnak	1	megrajz	megrajz-ol-nak	megrajz-IND.PRS.INDF.2.SG.Ol-DAT
takaróért	1	takaró	takaró-ért	N.SG-PRP
ültessük	6	ültet	ültet-jük	V-SBJV.PRS.DEF.1.PL
elment	176	elment	elment	V.IND.PRS.INDF.3.SG
döntsd	7	dönt	dönt-d	V-SBJV.PRS.DEF.2.SG
rakosgattad	1	rakosg	rakosg-a-ttad	rakosg-PSS3S-IND.PST.DEF.2.SG
megmondjuk	2	megmond	megmond-juk	V-IND.PRS.DEF.1.PL
megfésülve	1	megf	megf-és-ül-ve	megf-V.MSDR-BYWAY-V.CVB
cukrászda	1	cukrászda	cukrászda	N.NOM.SG
sütöben	2	sütö	sütö-ben	sütö-IN+ESS
eleje	2	eleje	eleje	N.NOM.SG
ibolya	3	ibolya	ibolya	N.NOM.SG
elmondanál	1	elmond	elmond-anál	V-COND.PRS.INDF.2.SG
kérünk	12	kér	kér-ünk	V-IND.PRS.INDF.1.PL
megijedtél	11	megijed	megijed-tél	V-IND.PST.INDF.2.SG
drágám	17	drága	drága-m	N.NOM-PSS1S.SG
fölöltözünk	1	fölöltöz	fölöltöz-ünk	fölöltöz-PSS1P
próbáljuk	3	próbál	próbál-juk	V-IND.PRS.DEF.1.PL
kemencével	1	kemence	kemence-vel	N.SG-INST
fúrnak	1	fúr	fúr-nak	V-IND.PRS.INDF.3.PL
férek	7	fér	fér-ek	V-IND.PRS.INDF.1.SG
almában	1	alom	alom-a-ban	N.SG-PSS3S-IN+ESS
sárgát	25	sárga	sárga-t	ADJ.SG-ACC
patkánynak	2	patkány	patkány-nak	N.SG-DAT.SG
oroszlán	56	oroszlán	oroszlán	N.NOM.SG
mezit	2	mez	mez-i-t	N.NOM-PSS3S.PL-ACC
megszelyelt	1	megszely	megszely-el-t	megszely-IND.PRS.INDF.2.SG.Ol-ACC
dzsungel	2	dzsungel	dzsungel	N.NOM.SG
vezessünk	2	vezet	vezet-jünk	V-SBJV.PRS.INDF.1.PL
megütni	4	megüt	megüt-ni	V-NFIN
jóllakott	1	jóllakik	jóllak-ott	V-IND.PST.INDF.3.SG
mindenki	46	m	m-i-n-d-e-nk-i	N.NOM-PSS3S.PL-ON+ESS-PSS2S-PSS3S-PSS1P-PSS3S.PL
lennhagyja	1	lennhagy	lennhagy-ja	lennhagy-PSS3S
házam	5	ház	ház-am	N.NOM-PSS1S.SG
kalapácsomat	1	kalapács	kalapács-om-at	N.NOM-PSS1S-ACC
verekedtek	1	verekedik	vereked-tek	V-IND.PRS.INDF.2.PL
visszamész	3	visszamegy	visszamegy-sz	V-IND.PRS.INDF.2.SG.asz
keveset	4	kevés	kevés-et	ADJ.SG-ACC
kezed	48	kéz	kéz-ed	N.NOM-PSS2S.SG
beteghez	1	beteg	beteg-hez	N.SG-AT+ALL
tudnám	3	tud	tud-nám	V-COND.PRS.DEF.1.SG
felnőtt	2	felnőtt	felnőtt	N.NOM.SG
visszaveszem	1	visszavesz	visszavesz-em	V-IND.PRS.DEF.1.SG
hölgy	4	hölgy	hölgy	N.NOM.SG
feküdnöd	1	fekszik	feksz-nöd	V-NFIN.2.SG
ráfekszik	1	ráf	ráf-ek-sz-ik	N.NOM-PL-IND.PRS.INDF.2.SG.asz-PSS3P.PL
ugrálunk	1	ugrál	ugrál-unk	V-IND.PRS.INDF.1.PL
többsége	1	többség	többség-e	N.NOM-PSS3S.SG
mindegyiket	1	mindegy	mindegy-ik-et	mindegy-PSS3P.PL-ACC
átmennénk	1	átmegy	átmegy-nénk	V-COND.PRS.INDF.1.PL
írd	1	ír	ír-d	V-SBJV.PRS.DEF.2.SG
bölcsödébe	1	bölcs	bölcs-öd-é-be	ADJ.NOM.SG-IND.PRS.DEF.2.SG-PSS4S-IN+ALL
lessik	1	less	less-ik	less-PSS3P.PL
labdád	1	labda	labda-d	N.NOM-PSS2S.SG
orrom	3	orr	orr-om	N.NOM-PSS1S.SG
meggyógyuljon	3	meggyógy	meggyógy-ul-jon	meggyógy-BYWAY-SBJV.PRS.INDF.3.SG
mélyén	2	mély	mély-é-n	ADJ.NOM.SG-PSS4S-ON+ESS
kapcsolója	1	kapcsoló	kapcsoló-ja	N.NOM-PSS3S.SG
kiabálás	2	kiabál	kiabál-ás	V-V.MSDR
papíron	1	papír	papír-on	N.SG-ON+ESS
kisbabák	2	kisbaba	kisbaba-k	N.NOM-PL
babocskám	1	babocská	babocská-m	babocská-PSS1S
elvettem	24	elvesz	elvesz-ttem	V-IND.PST.INDF.1.SG
melyiket	37	mely	mely-ik-et	mely-PSS3P.PL-ACC
masszírozó	3	masszíroz	masszíroz-ó	masszíroz-V.PTCP.PRS
várlak	7	vár	vár-lak	V-IND.PRS.LGSPEC1.1.SG
odaadtam	5	odaad	odaad-tam	V-IND.PST.INDF.1.SG
alacsonyan	2	alacsony	alacsony-a-n	ADJ.NOM.SG-PSS3S-ON+ESS
kapnak	3	kap	kap-nak	V-IND.PRS.INDF.3.PL
édesen	1	édes	édes-en	ADJ.SG-ON+ESS
ablakra	1	ablak	ablak-ra	N.SG-ON+ALL
delia	3	deli	deli-a	ADJ.NOM.SG-PSS3S
afrikában	1	afrika	afrika-ban	N.SG-IN+ESS
tegyünk	27	tesz	tesz-jünk	V-SBJV.PRS.INDF.1.PL
pingvinnek	1	pingvin	pingvin-nek	N.SG-DAT.SG
elhúzzuk	2	elhúz	elhúz-juk	V-IND.PRS.DEF.1.PL
tud	136	tud	tud	V.IND.PRS.INDF.3.SG
pólyásbabát	1	pólyásbabá	pólyásbabá-t	pólyásbabá-ACC
visszaforgatsz	1	visszaforg	visszaforg-at-sz	visszaforg-ACC-IND.PRS.INDF.2.SG.asz
szivacs	1	szivacs	szivacs	N.NOM.SG
fújjuk	2	fúj	fúj-juk	V-IND.PRS.DEF.1.PL
becsuktuk	2	becsuk	becsuk-tuk	V-IND.PST.DEF.1.PL
megigazítod	1	megigazí	megigazí-t-od	megigazí-ACC-PSS2S
kapjuk	1	kap	kap-juk	V-IND.PRS.DEF.1.PL
kented	1	ken	ken-ted	V-IND.PST.DEF.2.SG
keverjem	1	kever	kever-jem	V-SBJV.PRS.DEF.1.SG
kicseréljük	6	kicserél	kicserél-jük	V-IND.PRS.DEF.1.PL
fenekem	5	fenék	fenék-em	N.NOM-PSS1S.SG
homokozóban	5	homokozó	homokozó-ban	N.SG-IN+ESS
jaj	721	jaj	jaj	N.NOM.SG
romániaba	2	román	román-i-a-ba	ADJ.SG-PSS3S.PL-PSS3S-IN+ALL
kerestél	1	keres	keres-tél	V-IND.PST.INDF.2.SG
eldőljön	1	eldől	eldől-jön	V-SBJV.PRS.INDF.3.SG
sorbaülnek	1	sor	sor-ba-ül-nek	N.NOM-IN+ALL-BYWAY-DAT
milyen	492	mily	mily-en	mily-ON+ESS
visszauglok	1	visszaugl	visszaugl-ok	visszaugl-PL
megkoronázik	1	megkoronáz	megkoronáz-ik	V.IND.PRS.INDF.3.SG-PSS3P.PL
kedvenc	2	kedvenc	kedvenc	N.NOM.SG
dobogás	3	dobog	dobog-ás	dobog-V.MSDR
gyurikám	13	gyuriká	gyuriká-m	gyuriká-PSS1S
virágok	11	virág	virág-ok	N.NOM-PL
locsolókannát	1	locsolókanna	locsolókanna-t	N.SG-ACC
kukoricadarát	1	kukoricadará	kukoricadará-t	kukoricadará-ACC
szeretnek	4	szeret	szeret-nek	V-IND.PRS.INDF.3.PL
könyvejej	1	könyv	könyv-e-je-j	N.NOM-PSS3S-PSS3S-SBJV.PRS.INDF.2.SG
hangosabban	2	hangosab	hangosab-ban	hangosab-IN+ESS
színt	2	szín	szín-t	N.SG-ACC
évikának	1	éviká	éviká-nak	éviká-DAT
hasam	8	has	has-am	N.NOM-PSS1S.SG
ágyhelyedre	1	ágyhely	ágyhely-ed-re	ágyhely-PSS2S-ON+ALL
karodra	1	kar	kar-od-ra	N.NOM-PSS2S-ON+ALL
nénivel	3	néni	néni-vel	N.SG-INST
vendégeset	1	vendéges	vendéges-et	vendéges-ACC
borsófőzelék	1	borsófőz	borsófőz-el-é-k	borsófőz-IND.PRS.INDF.2.SG.Ol-PSS4S-PL
eldobtuk	1	eldob	eldob-tuk	V-IND.PST.DEF.1.PL
koronáját	1	koronájá	koronájá-t	koronájá-ACC
seperni	4	seper	seper-ni	V-NFIN
tollat	8	toll	toll-at	N.SG-ACC
fülét	6	fül	fül-e-t	N.SG-PSS3S-ACC
megittad	2	meg	meg-i-ttad	meg-PSS3S.PL-IND.PST.DEF.2.SG
tisztvisel	1	tisztvis	tisztvis-el	tisztvis-IND.PRS.INDF.2.SG.Ol
kimondani	2	kimond	kimond-ani	V-NFIN
táskába	2	táska	táska-ba	N.SG-IN+ALL
bevinni	3	bevisz	bevisz-nni	V-NFIN
kérdi	2	kérd	kérd-i	V-IND.PRS.DEF.3.SG.i
egered	1	egér	egér-ed	N.NOM-PSS2S.SG
június	2	június	június	N.NOM.SG
masszírozza	1	masszírozz	masszírozz-a	masszírozz-PSS3S
kisfiút	2	kisfiú	kisfiú-t	kisfiú-ACC
tyúk	8	tyúk	tyúk	N.NOM.SG
óvodából	3	óvoda	óvoda-ból	N.SG-IN+ABL
gyia	6	gy	gy-i-a	gy-PSS3S.PL-PSS3S
válogatok	1	válogat	válogat-ok	V-IND.PRS.INDF.1.SG
beépítse	1	beépít	beépít-je	V-SBJV.PRS.DEF.3.SG
hangya	25	hangya	hangya	N.NOM.SG
kisbabáé	1	kisbaba	kisbaba-é	N.SG-PSS4S
köténnyel	1	kötény	kötény-vel	N.SG-INST
kóstolgatna	1	kóstolg	kóstolg-at-na	kóstolg-ACC-COND.PRS.INDF.3.SG
sárinak	1	sár	sár-i-nak	N.NOM-PSS3S.PL-DAT
szívem	14	szív	szív-em	N.NOM-PSS1S.SG
sétálsz	2	sétál	sétál-sz	V-IND.PRS.INDF.2.SG.asz
nevetett	1	nevet	nevet-ett	V-IND.PST.INDF.3.SG
tettél	14	tesz	tesz-ttél	V-IND.PST.INDF.2.SG
tettérek	1	tettér	tettér-ek	tettér-PL
szilvás	3	szilv	szilv-ás	szilv-V.MSDR
értelme	2	értelem	értelem-e	N.NOM-PSS3S.SG
gyümölcsöket	2	gyümölcs	gyümölcs-ök-et	N.NOM-PL-ACC
robog	2	robog	robog	V.IND.PRS.INDF.3.SG
aszondták	1	asz	asz-on-d-ták	N.NOM-ON+ESS-PSS2S-IND.PST.DEF.3.PL
vegyelek	3	vesz	vesz-jelek	V-SBJV.PRS.LGSPEC1.1.SG
gránátalma	4	gránátalma	gránátalma	N.NOM.SG
hozzányulni	1	hozzány	hozzány-ul-ni	hozzány-BYWAY-NFIN
simogattál	1	simogat	simogat-tál	V-IND.PST.INDF.2.SG
szerelem	4	szerelem	szerelem	N.NOM.SG
pókot	1	pók	pók-ot	N.SG-ACC
feleselő	1	felesel	felesel-ő	V-V.PTCP.PRS
halat	25	hal	hal-at	N.SG-ACC
pattintottál	1	p	p-a-tt-i-n-t-ottál	N.NOM-PSS3S-V.PTCP.PST-PSS3S.PL-ON+ESS-ACC-IND.PST.INDF.2.SG
kendővel	1	kendő	kendő-vel	N.SG-INST
pannika	5	p	p-a-n-n-ik-a	N.NOM-PSS3S-ON+ESS-ON+ESS-PSS3P.PL-PSS3S
arcát	8	arc	arc-a-t	N.SG-PSS3S-ACC
kilencvenöt	1	kilencven	kilencven-öt	N.NOM-ACC
hanyagoljuk	1	hanyag	hanyag-ol-juk	ADJ.NOM.SG-IND.PRS.INDF.2.SG.Ol-PSS3P
mondókásból	1	mond	mond-ó-k-ás-ból	V.IND.PRS.INDF.3.SG-V.PTCP.PRS-PL-V.MSDR-IN+ABL
maradt	5	marad	marad-t	V-IND.PST.INDF.3.SG
zöldből	1	zöld	zöld-ből	ADJ.SG-IN+ABL
tető	3	tető	tető	N.NOM.SG
hívja	3	hív	hív-ja	V-IND.PRS.DEF.3.SG
hiszem	46	hisz	hisz-em	V-IND.PRS.DEF.1.SG
ágylkó	1	ágyl	ágyl-k-ó	ágyl-PL-V.PTCP.PRS
megeszed	8	meg	meg-e-sz-ed	meg-PSS3S-IND.PRS.INDF.2.SG.asz-PSS2S
mondtad	25	mond	mond-tad	V-IND.PST.DEF.2.SG
madarakat	3	madara	madara-k-at	N.SG-PL-ACC
monika	11	m	m-on-ik-a	N.NOM-ON+ESS-PSS3P.PL-PSS3S
fölébredte	1	fölébr	fölébr-ed-te	fölébr-PSS2S-IND.PST.DEF.3.SG
megszolída	1	megszolí	megszolí-d-a	megszolí-PSS2S-PSS3S
tudtuk	1	tud	tud-tuk	V-IND.PST.DEF.1.PL
betenni	20	betesz	betesz-nni	V-NFIN
létla	1	létl	létl-a	létl-PSS3S
melyikkel	10	mely	mely-ik-k-el	mely-PSS3P.PL-PL-IND.PRS.INDF.2.SG.Ol
legóba	1	legó	legó-ba	N.SG-IN+ALL
nagyzsiráfot	1	nagyzsiráf	nagyzsiráf-ot	nagyzsiráf-ACC
körmei	1	kör	kör-öm-ei	N-NOM.PSS1S-PSS3S.PL
törölközd	2	törölköz	törölköz-d	törölköz-PSS2S
várok	1	vár	vár-ok	V-IND.PRS.INDF.1.SG
könyvünk	1	könyv	könyv-ünk	N.NOM-PSS1P.SG
ültessünk	1	ültet	ültet-jünk	V-SBJV.PRS.INDF.1.PL
babáé	23	baba	baba-é	N.SG-PSS4S
üveggel	1	üveg	üveg-vel	N.SG-INST
mielőtt	3	m	m-i-el-ő-tt	N.NOM-PSS3S.PL-IND.PRS.INDF.2.SG.Ol-V.PTCP.PRS-V.PTCP.PST
leül	4	leül	leül	V.IND.PRS.INDF.3.SG
fölszállunk	1	fölszáll	fölszáll-unk	V-IND.PRS.INDF.1.PL
rombolva	1	rombol	rombol-va	V-V.CVB
kéne	50	kén	kén-e	N.NOM-PSS3S
beszélnek	3	beszél	beszél-nek	V-IND.PRS.INDF.3.PL
szobában	27	szoba	szoba-ban	N.SG-IN+ESS
szeretei	1	szeret	szeret-ei	V.IND.PRS.INDF.3.SG-PSS3S.PL
gyárban	1	gyár	gyár-ban	N.SG-IN+ESS
cumisüvegbe	1	cumisüveg	cumisüveg-be	cumisüveg-IN+ALL
párnával	2	párna	párna-val	N.SG-INST
orrocska	3	orrocs	orrocs-k-a	orrocs-PL-PSS3S
szemei	1	szem	szem-ei	N.NOM-PSS3S.PL
buszba	4	busz	busz-ba	N.SG-IN+ALL
pipázom	2	pipáz	pipáz-om	pipáz-PSS1S
meghajolva	1	meghajol	meghajol-va	V-V.CVB
hangszóró	1	hangszóró	hangszóró	N.NOM.SG
másikra	1	más	más-ik-ra	ADJ.NOM.SG-PSS3P.PL-ON+ALL
luk	5	luk	luk	N.NOM.SG
nehéz	39	nehéz	nehéz	N.NOM.SG
testvéred	9	testvér	testvér-ed	N.NOM-PSS2S.SG
megmarad	3	megmarad	megmarad	V.IND.PRS.INDF.3.SG
szekérre	2	szekér	szekér-re	N.SG-ON+ALL
lepakolom	1	lep	lep-ak-ol-om	V.IND.PRS.INDF.3.SG-PL-IND.PRS.INDF.2.SG.Ol-PSS1S
homokozni	7	homokoz	homokoz-ni	homokoz-NFIN
kedvem	1	kedv	kedv-em	N.NOM-PSS1S.SG
tányér	19	tányér	tányér	N.NOM.SG
felteszem	2	feltesz	feltesz-em	V-IND.PRS.DEF.1.SG
unokaöcsém	1	unokaöcs	unokaöcs-em	N.NOM-PSS1S.SG
háta	17	háta	háta	N.NOM.SG
mikicikének	1	mikic	mikic-ik-é-nek	mikic-PSS3P.PL-PSS4S-DAT
magnón	11	magnó	magnó-n	N.SG-ON+ESS
kihúzta	1	kihúz	kihúz-ta	V-IND.PST.DEF.3.SG
szólj	6	szól	szól-j	V-SBJV.PRS.INDF.2.SG
héjával	1	héj	héj-a-val	N.SG-PSS3S-INST
csipke	3	csipke	csipke	N.NOM.SG
nézheted	1	nézh	nézh-e-ted	nézh-PSS3S-IND.PST.DEF.2.SG
öcsike	21	öcs	öcs-ik-e	N.NOM-PSS3P.PL-PSS3S
nekimentünk	2	nekimegy	nekimegy-tünk	V-IND.PST.INDF.1.PL
megfáztál	1	megfáz	megfáz-tál	megfáz-IND.PST.INDF.2.SG
megfogtál	2	megfog	megfog-tál	V-IND.PST.INDF.2.SG
gyurma	3	gyur	gyur-m-a	gyur-PSS1S-PSS3S
megemelted	1	meg	meg-em-el-ted	meg-PSS1S-IND.PRS.INDF.2.SG.Ol-IND.PST.DEF.2.SG
állat	36	állat	állat	N.NOM.SG
nagy	674	nagy	nagy	N.NOM.SG
bárányt	4	bárány	bárány-t	N.SG-ACC
kelj	3	kel	kel-j	V-SBJV.PRS.INDF.2.SG
lovacskád	3	lovacská	lovacská-d	lovacská-PSS2S
lépj	1	lép	lép-j	V-SBJV.PRS.INDF.2.SG
építőkockák	1	építőkocka	építőkocka-k	N.NOM-PL
uzsonna	2	uzsonna	uzsonna	N.NOM.SG
bilije	1	bili	bili-je	N.NOM-PSS3S.SG
csákója	1	csákó	csákó-ja	N.NOM-PSS3S.SG
hasad	17	has	has-ad	N.NOM-PSS2S.SG
dobókockája	1	dobókocká	dobókocká-ja	dobókocká-PSS3S
folyóba	7	folyó	folyó-ba	N.SG-IN+ALL
lovacskának	1	lovacská	lovacská-nak	lovacská-DAT
táskája	3	táska	táska-ja	N.NOM-PSS3S.SG
talicskádat	1	talicská	talicská-d-at	talicská-PSS2S-ACC
lángot	2	láng	láng-ot	N.SG-ACC
kiskutya	4	kiskuty	kiskuty-a	kiskuty-PSS3S
nemtudok	2	nemtu	nemtu-d-ok	nemtu-PSS2S-PL
gyöngy	3	gyöngy	gyöngy	N.NOM.SG
gyuszi	2	gyu	gyu-sz-i	gyu-IND.PRS.INDF.2.SG.asz-PSS3S.PL
kakának	1	kaka	kaka-nak	N.SG-DAT.SG
lóg	5	lóg	lóg	V.IND.PRS.INDF.3.SG
játszottak	1	játszik	játsz-ottak	V-IND.PST.INDF.3.PL
csapkodunk	1	csapkod	csapkod-unk	V-IND.PRS.INDF.1.PL
árcsira	1	árcs	árcs-i-ra	árcs-PSS3S.PL-ON+ALL
órámat	1	órá	órá-m-at	órá-PSS1S-ACC
barátját	1	barátjá	barátjá-t	barátjá-ACC
alszunk	35	alszik	alsz-unk	V-IND.PRS.INDF.1.PL
támad	1	támad	támad	V.IND.PRS.INDF.3.SG
pali	1	pali	pali	N.NOM.SG
sál	7	sál	sál	N.NOM.SG
bácsira	4	bácsi	bácsi-ra	N.SG-ON+ALL
telefonálni	4	telefonál	telefonál-ni	V-NFIN
magának	7	magá	magá-nak	magá-DAT
jakja	3	jak	jak-ja	N.NOM-PSS3S.SG
rádióhoz	4	rádió	rádió-hoz	N.SG-AT+ALL
kerestek	1	keres	keres-tek	V-IND.PRS.INDF.2.PL
kicsinak	1	kicsi	kicsi-nak	ADJ.SG-DAT
délben	1	dél	dél-ben	N.SG-IN+ESS
megverni	1	megver	megver-ni	V-NFIN
elmenni	8	elme	elme-nni	N.NOM-NFIN
cumizol	1	cumiz	cumiz-ol	cumiz-IND.PRS.INDF.2.SG.Ol
hörcsög	3	hörcsög	hörcsög	N.NOM.SG
lelkendezik	1	lelkendez	lelkendez-ik	lelkendez-PSS3P.PL
vihogizás	1	vihogiz	vihogiz-ás	vihogiz-V.MSDR
eper	10	eper	eper	N.NOM.SG
jeges	4	jeges	jeges	N.NOM.SG
kislámpát	1	kislámpá	kislámpá-t	kislámpá-ACC
elveszem	50	elvesz	elvesz-em	V-IND.PRS.DEF.1.SG
kocsinál	1	kocsi	kocsi-nál	N.SG-AT+ESS
eget	1	ég	ég-et	N.SG-ACC
vörösvári	2	vörösvár	vörösvár-i	vörösvár-PSS3S.PL
krémet	1	krém	krém-et	N.SG-ACC
golyóvan	1	golyó	golyó-va-n	N.NOM-V.CVB-ON+ESS
kisfiam	5	kisf	kisf-i-am	kisf-PSS3S.PL-PSS1S.SG
megharapta	10	megharap	megharap-ta	megharap-IND.PST.DEF.3.SG
szemem	1	szem	szem-em	N.NOM-PSS1S.SG
gyomorrontás	2	gyomorr	gyomorr-on-t-ás	gyomorr-ON+ESS-ACC-V.MSDR
házacskát	1	házacská	házacská-t	házacská-ACC
pipizol	1	pipiz	pipiz-ol	pipiz-IND.PRS.INDF.2.SG.Ol
kettőnek	1	kettő	kettő-nek	N.SG-DAT.SG
sárival	1	sár	sár-i-val	N.NOM-PSS3S.PL-INST
sajátodra	1	saját	saját-od-ra	ADJ-PSS2S-ON+ALL
miket	6	m	m-ik-et	N.NOM-PSS3P.PL-ACC
kerek	5	kerek	kerek	ADJ.NOM.SG
koszt	7	kosz	kosz-t	N.SG-ACC
megérkeztetek	1	megérkezik	megérkez-tetek	V-IND.PST.INDF.2.PL
kalap	19	kalap	kalap	N.NOM.SG
amin	3	amin	amin	N.NOM.SG
pucér	1	pucér	pucér	ADJ.NOM.SG
folytatódhat	1	folytatódik	folytatód-hat	V-POT
miklós	25	miklós	miklós	N.NOM.SG
voltam	23	volta	volta-m	N.NOM-PSS1S
lenyeled	2	lenyel	lenyel-ed	V-IND.PRS.DEF.2.SG
pulóverét	1	pulóver	pulóver-é-t	N.NOM-PSS4S-ACC
szobád	1	szoba	szoba-d	N.NOM-PSS2S.SG
rosszak	3	rossz	rossz-ak	N.NOM-PL
körberakjuk	1	körber	körber-ak-juk	körber-PL-PSS3P
ennek	89	enn	enn-ek	N.NOM-PL
ablakkeretek	1	ablakker	ablakker-etek	ablakker-PSS2P
legfölül	1	legf	legf-öl-ül	legf-IND.PRS.INDF.2.SG.Ol-BYWAY
csillagok	2	csillag	csillag-ok	N.NOM-PL
bel	1	bel	bel	N.NOM.SG
kapok	19	kap	kap-ok	V-IND.PRS.INDF.1.SG
szálljunk	1	száll	száll-junk	V-SBJV.PRS.INDF.1.PL
cicije	3	cici	cici-je	N.NOM-PSS3S.SG
utazásra	1	utazás	utazás-ra	N.SG-ON+ALL
mégse	1	mégs	mégs-e	mégs-PSS3S
tengeri	1	tengeri	tengeri	N.NOM.SG
pisze	2	p	p-i-sz-e	N.NOM-PSS3S.PL-IND.PRS.INDF.2.SG.asz-PSS3S
csókolon	1	csókol	csókol-on	V.IND.PRS.INDF.3.SG-ON+ESS
kiszállunk	3	kiszáll	kiszáll-unk	V-IND.PRS.INDF.1.PL
