SF	Freq	Lemma	Segmentation	Analysis
elveszünk	2	elvész	elvész-ünk	V-IND.PRS.INDF.1.PL
alap	2	alap	alap	N.NOM.SG
leszállok	5	leszáll	leszáll-ok	V-IND.PRS.INDF.1.SG
sepertek	3	seper	seper-tek	V-IND.PRS.INDF.2.PL
maradjak	1	marad	marad-jak	V-SBJV.PRS.INDF.1.SG
megütötted	1	megüt	megüt-ötted	V-IND.PST.DEF.2.SG
kihúzom	2	kihúz	kihúz-om	V-IND.PRS.DEF.1.SG
köténye	4	kötény	kötény-e	N.NOM-PSS3S.SG
manó	8	manó	manó	N.NOM.SG
sírt	18	sír	sír-t	N.SG-ACC
óriási	9	óriási	óriási	ADJ.NOM.SG
kiviszem	8	kivisz	kivisz-em	V-IND.PRS.DEF.1.SG
érem	1	érem	érem	N.NOM.SG
tekerjük	1	teker	teker-jük	V-IND.PRS.DEF.1.PL
kövünk	1	kő	kő-ünk	N.NOM-PSS1P.SG
nyögsz	2	nyög	nyög-sz	V-IND.PRS.INDF.2.SG.asz
adják	8	ad	ad-ják	V-IND.PRS.DEF.3.PL
pörget	2	pörget	pörget	V.IND.PRS.INDF.3.SG
teáért	2	tea	tea-ért	N.SG-PRP
ének	7	ének	ének	N.NOM.SG
lapozzunk	1	lapoz	lapoz-junk	V-SBJV.PRS.INDF.1.PL
ügyben	1	ügy	ügy-ben	N.SG-IN+ESS
nevem	3	név	név-em	N.NOM-PSS1S.SG
álljuk	1	áll	áll-juk	V-IND.PRS.DEF.1.PL
szappant	11	szappan	szappan-t	N.SG-ACC
ajándékba	3	ajándék	ajándék-ba	N.SG-IN+ALL
cérnát	2	cérna	cérna-t	N.SG-ACC
rakva	5	rak	rak-va	V-V.CVB
baltát	1	balta	balta-t	N.SG-ACC
felszáll	1	felszáll	felszáll	V.IND.PRS.INDF.3.SG
megütöttem	3	megüt	megüt-öttem	V-IND.PST.INDF.1.SG
körömreszelő	1	körömreszelő	körömreszelő	N.NOM.SG
megmondjam	1	megmond	megmond-jam	V-SBJV.PRS.DEF.1.SG
oltás	1	olt	olt-ás	V-V.MSDR
kés	20	kés	kés	N.NOM.SG
festette	1	fest	fest-ette	V-IND.PST.DEF.3.SG
fogod	19	fog	fog-od	V-IND.PRS.DEF.2.SG
érdekes	18	érdekes	érdekes	ADJ.NOM.SG
lépj	1	lép	lép-j	V-SBJV.PRS.INDF.2.SG
odaadjuk	3	odaad	odaad-juk	V-IND.PRS.DEF.1.PL
édesek	2	édes	édes-ek	ADJ.NOM-PL
kérdezni	3	kérdez	kérdez-ni	V-NFIN
tócsában	1	tócsa	tócsa-ban	N.SG-IN+ESS
fagylaltot	3	fagylalt	fagylalt-ot	N.SG-ACC
tessek	4	tetik	tet-jek	V-SBJV.PRS.INDF.1.SG
kéri	11	kér	kér-i	V-IND.PRS.DEF.3.SG.i
sírod	1	sír	sír-od	N.NOM-PSS2S.SG
harapd	2	harap	harap-d	V-SBJV.PRS.DEF.2.SG
szólnál	2	szól	szól-nál	V-COND.PRS.INDF.2.SG
cserélni	7	cserél	cserél-ni	V-NFIN
sétálni	62	sétál	sétál-ni	V-NFIN
versek	1	vers	vers-ek	N.NOM-PL
papával	3	papa	papa-val	N.SG-INST
bántani	14	bánt	bánt-ani	V-NFIN
kiegészítés	1	kiegészítés	kiegészítés	N.NOM.SG
mehet	29	megy	megy-het	V-POT
kiscsibe	1	kiscsibe	kiscsibe	N.NOM.SG
dobja	3	dob	dob-ja	N.NOM-PSS3S.SG
énekeljem	2	énekel	énekel-jem	V-SBJV.PRS.DEF.1.SG
kopogni	3	kopog	kopog-ni	V-NFIN
ismerek	1	ismer	ismer-ek	V-IND.PRS.INDF.1.SG
körben	2	kör	kör-ben	N.SG-IN+ESS
peti	16	peti	peti	N.NOM.SG
részecskék	1	részecske	részecske-k	N.NOM-PL
összerakom	2	összerak	összerak-om	V-IND.PRS.DEF.1.SG
odaadjam	2	odaad	odaad-jam	V-SBJV.PRS.DEF.1.SG
zolihoz	2	zoli	zoli-hoz	N.SG-AT+ALL
félj	5	fél	fél-j	V-SBJV.PRS.INDF.2.SG
koszt	7	kosz	kosz-t	N.SG-ACC
tudtál	3	tud	tud-tál	V-IND.PST.INDF.2.SG
emlékeznek	1	emlékezik	emlékez-nek	V-IND.PRS.INDF.3.PL
szárítsd	1	szárít	szárít-d	V-SBJV.PRS.DEF.2.SG
elve	2	elve	elve	N.NOM.SG
fest	5	fest	fest	V.IND.PRS.INDF.3.SG
újat	2	új	új-at	ADJ.SG-ACC
rajzolj	9	rajzol	rajzol-j	V-SBJV.PRS.INDF.2.SG
véres	1	véres	véres	ADJ.NOM.SG
megfog	9	megfog	megfog	V.IND.PRS.INDF.3.SG
szemben	1	szem	szem-ben	N.SG-IN+ESS
elfelejteni	1	elfelejt	elfelejt-eni	V-NFIN
választottam	1	választott	választott-am	N.NOM-PSS1S.SG
kígyót	5	kígyó	kígyó-t	N.SG-ACC
verekedtek	1	verekedik	vereked-tek	V-IND.PRS.INDF.2.PL
vizsgálni	2	vizsgál	vizsgál-ni	V-NFIN
berendezni	1	berendez	berendez-ni	V-NFIN
kövérre	1	kövér	kövér-re	ADJ.SG-ON+ALL
néztünk	1	néz	néz-tünk	V-IND.PST.INDF.1.PL
füles	7	füles	füles	N.NOM.SG
löki	1	lök	lök-i	V-IND.PRS.DEF.3.SG.i
sárba	11	sár	sár-ba	N.SG-IN+ALL
megengedte	1	megenged	megenged-te	V-IND.PST.DEF.3.SG
fordítsunk	1	fordít	fordít-junk	V-SBJV.PRS.INDF.1.PL
jóllaktál	4	jóllakik	jóllak-tál	V-IND.PST.INDF.2.SG
tettél	14	tesz	tesz-ttél	V-IND.PST.INDF.2.SG
kempingben	1	kemping	kemping-ben	N.SG-IN+ESS
betetted	3	betesz	betesz-tted	V-IND.PST.DEF.2.SG
tört	3	tört	tört	N.NOM.SG
viselkedj	1	viselkedik	viselked-j	V-SBJV.PRS.INDF.2.SG
igazam	1	igaz	igaz-am	N.NOM-PSS1S.SG
szalonna	2	szalonna	szalonna	N.NOM.SG
becsukni	10	becsuk	becsuk-ni	V-NFIN
támad	1	támad	támad	V.IND.PRS.INDF.3.SG
nyulak	1	nyúl	nyúl-ak	N.NOM-PL
bokornál	2	bokor	bokor-nál	N.SG-AT+ESS
korcsolyáztál	1	korcsolyázik	korcsolyáz-tál	V-IND.PST.INDF.2.SG
gyurinak	2	gyuri	gyuri-nak	N.SG-DAT.SG
elolvasom	1	elolvas	elolvas-om	V-IND.PRS.DEF.1.SG
küldték	1	küld	küld-ték	V-IND.PST.DEF.3.PL
mutatok	6	mutat	mutat-ok	V-IND.PRS.INDF.1.SG
levelet	10	levél	levél-et	N.SG-ACC
székről	4	szék	szék-ről	N.SG-ON+ABL
üt	7	üt	üt	V.IND.PRS.INDF.3.SG
hajóba	2	hajó	hajó-ba	N.SG-IN+ALL
felnőtt	2	felnőtt	felnőtt	N.NOM.SG
mellényt	1	mellény	mellény-t	N.SG-ACC
megvesznek	1	megvesz	megvesz-nek	V-IND.PRS.INDF.3.PL
csalni	1	csal	csal-ni	V-NFIN
emeld	19	emel	emel-d	V-SBJV.PRS.DEF.2.SG
megtaláltunk	3	megtalál	megtalál-tunk	V-IND.PST.INDF.1.PL
láb	3	láb	láb	N.NOM.SG
széke	3	szék	szék-e	N.NOM-PSS3S.SG
ideadni	2	idead	idead-ni	V-NFIN
mosom	3	mos	mos-om	V-IND.PRS.DEF.1.SG
gondolj	2	gondol	gondol-j	V-SBJV.PRS.INDF.2.SG
száraz	12	száraz	száraz	ADJ.NOM.SG
borzasztó	6	borzaszt	borzaszt-ó	V-V.PTCP.PRS
téve	1	tesz	tesz-ve	V-V.CVB
fáradva	1	fárad	fárad-va	V-V.CVB
nevezi	1	nevez	nevez-i	V-IND.PRS.DEF.3.SG.i
hajat	3	haj	haj-at	N.SG-ACC
leveszem	28	levesz	levesz-em	V-IND.PRS.DEF.1.SG
kötéllel	1	kötél	kötél-vel	N.SG-INST
megcsináltuk	1	megcsinál	megcsinál-tuk	V-IND.PST.DEF.1.PL
nyúllal	1	nyúl	nyúl-val	N.SG-INST
apa	351	apa	apa	N.NOM.SG
ruhák	1	ruha	ruha-k	N.NOM-PL
kopogott	17	kopog	kopog-ott	V-IND.PST.INDF.3.SG
kocsik	2	kocsi	kocsi-k	N.NOM-PL
dobálja	2	dobál	dobál-ja	V-IND.PRS.DEF.3.SG
állatok	17	állat	állat-ok	N.NOM-PL
kormány	2	kormány	kormány	N.NOM.SG
sarkon	2	sark	sark-on	N.SG-ON+ESS
daráló	1	daráló	daráló	N.NOM.SG
beszélgetek	1	beszélget	beszélget-ek	V-IND.PRS.INDF.1.SG
melegben	1	meleg	meleg-ben	N.SG-IN+ESS
virágra	1	virág	virág-ra	N.SG-ON+ALL
leszedni	5	leszed	leszed-ni	V-NFIN
sarokban	3	sarok	sarok-ban	N.SG-IN+ESS
megkérdezzük	2	megkérdez	megkérdez-jük	V-IND.PRS.DEF.1.PL
ebéddel	2	ebéd	ebéd-vel	N.SG-INST
sír	143	sír	sír	N.NOM.SG
szánkót	1	szánkó	szánkó-t	N.SG-ACC
pénztárgép	1	pénztárgép	pénztárgép	N.NOM.SG
mértük	2	mér	mér-tük	V-IND.PST.DEF.1.PL
mondják	3	mond	mond-ják	V-IND.PRS.DEF.3.PL
eső	23	eső	eső	N.NOM.SG
kikapcsolni	1	kikapcsol	kikapcsol-ni	V-NFIN
levették	1	levesz	levesz-tték	V-IND.PST.DEF.3.PL
cumival	2	cumi	cumi-val	N.SG-INST
alját	1	alj	alj-a-t	N.SG-PSS3S-ACC
fenekem	5	fenék	fenék-em	N.NOM-PSS1S.SG
százat	4	száz	száz-at	N.SG-ACC
utcába	3	utca	utca-ba	N.SG-IN+ALL
beszélnek	3	beszél	beszél-nek	V-IND.PRS.INDF.3.PL
keressem	3	keres	keres-jem	V-SBJV.PRS.DEF.1.SG
viszik	3	visz	visz-ik	V-IND.PRS.DEF.3.PL.ik
etettél	1	etet	etet-tél	V-IND.PST.INDF.2.SG
moncsié	64	moncsi	moncsi-é	N.SG-PSS4S
hintaszékkel	1	hintaszék	hintaszék-vel	N.SG-INST
vendégség	1	vendégség	vendégség	N.NOM.SG
hangom	1	hang	hang-om	N.NOM-PSS1S.SG
talicskát	2	talicska	talicska-t	N.SG-ACC
csöndben	8	csönd	csönd-ben	N.SG-IN+ESS
kirakjuk	1	kirak	kirak-juk	V-IND.PRS.DEF.1.PL
válaszol	1	válaszol	válaszol	V.IND.PRS.INDF.3.SG
örültek	1	örül	örül-tek	V-IND.PST.INDF.3.PL
hozzon	5	hoz	hoz-jon	V-SBJV.PRS.INDF.3.SG
ismerjük	3	ismer	ismer-jük	V-IND.PRS.DEF.1.PL
mostál	3	mos	mos-tál	V-IND.PST.INDF.2.SG
reszelni	1	reszel	reszel-ni	V-NFIN
pista	2	pista	pista	N.NOM.SG
töröltem	1	töröl	töröl-tem	V-IND.PST.INDF.1.SG
fodrászüzletbe	4	fodrászüzlet	fodrászüzlet-be	N.SG-IN+ALL
szandált	1	szandál	szandál-t	N.SG-ACC
kerestek	1	keres	keres-tek	V-IND.PRS.INDF.2.PL
hagyta	2	hagy	hagy-ta	V-IND.PST.DEF.3.SG
puskáról	1	puska	puska-ról	N.SG-ON+ABL
kösd	5	köt	köt-d	V-SBJV.PRS.DEF.2.SG
szemét	24	szem	szem-e-t	N.SG-PSS3S-ACC
eteted	2	etet	etet-ed	V-IND.PRS.DEF.2.SG
fogadom	1	fogad	fogad-om	V-IND.PRS.DEF.1.SG
fektetve	1	fektet	fektet-ve	V-V.CVB
képet	10	kép	kép-et	N.SG-ACC
lámpája	1	lámpa	lámpa-ja	N.NOM-PSS3S.SG
moncsinál	1	moncsi	moncsi-nál	N.SG-AT+ESS
olt	1	olt	olt	V.IND.PRS.INDF.3.SG
szélhámos	1	szélhámos	szélhámos	N.NOM.SG
olajozva	1	olajoz	olajoz-va	V-V.CVB
pór	1	pór	pór	N.NOM.SG
istenem	7	isten	isten-em	N.NOM-PSS1S.SG
parkoljunk	2	parkol	parkol-junk	V-SBJV.PRS.INDF.1.PL
szoktad	1	szokik	szok-tad	V-IND.PST.DEF.2.SG
visz	4	visz	visz	V.IND.PRS.INDF.3.SG
magyarázza	1	magyaráz	magyaráz-ja	V-IND.PRS.DEF.3.SG
ijedtél	3	ijed	ijed-tél	V-IND.PST.INDF.2.SG
pipát	7	pipa	pipa-t	N.SG-ACC
sapkában	1	sapka	sapka-ban	N.SG-IN+ESS
rozsdás	2	rozsdás	rozsdás	ADJ.NOM.SG
szórjuk	2	szór	szór-juk	V-IND.PRS.DEF.1.PL
dolgozott	1	dolgozik	dolgoz-ott	V-IND.PST.INDF.3.SG
drága	25	drága	drága	N.NOM.SG
csengés	1	cseng	cseng-és	V-V.MSDR
álmodtál	11	álmodik	álmod-tál	V-IND.PST.INDF.2.SG
lángot	2	láng	láng-ot	N.SG-ACC
hajoltok	1	hajol	hajol-tok	V-IND.PRS.INDF.2.PL
lakásotok	1	lakás	lakás-otok	N.NOM-PSS2P.SG
sikerülni	1	sikerül	sikerül-ni	V-NFIN
kupak	1	kupak	kupak	N.NOM.SG
zsebed	12	zseb	zseb-ed	N.NOM-PSS2S.SG
tengerészt	2	tengerész	tengerész-t	N.SG-ACC
mérgesen	2	mérges	mérges-en	ADJ.SG-ON+ESS
nevessen	2	nevet	nevet-jen	V-SBJV.PRS.INDF.3.SG
göndör	1	göndör	göndör	ADJ.NOM.SG
szemüveg	7	szemüveg	szemüveg	N.NOM.SG
kalapod	8	kalap	kalap-od	N.NOM-PSS2S.SG
fájás	1	fájás	fájás	N.NOM.SG
vasaló	2	vasaló	vasaló	N.NOM.SG
csigát	1	csiga	csiga-t	N.SG-ACC
farkas	114	farkas	farkas	N.NOM.SG
szigeten	3	sziget	sziget-en	N.SG-ON+ESS
zsírt	1	zsír	zsír-t	N.SG-ACC
arcod	3	arc	arc-od	N.NOM-PSS2S.SG
királynak	1	király	király-nak	N.SG-DAT.SG
sárgát	25	sárga	sárga-t	ADJ.SG-ACC
csomóba	1	csomó	csomó-ba	N.SG-IN+ALL
hasából	1	has	has-a-ból	N.SG-PSS3S-IN+ABL
dobol	1	dobol	dobol	V.IND.PRS.INDF.3.SG
séta	34	séta	séta	N.NOM.SG
zárva	27	zár	zár-va	V-V.CVB
hajadban	2	haj	haj-ad-ban	N.SG-PSS2S-IN+ESS
keressünk	23	keres	keres-jünk	V-SBJV.PRS.INDF.1.PL
tábla	2	tábla	tábla	N.NOM.SG
ti	56	ti	ti	N.NOM.SG
jobbra	4	jobb	jobb-ra	N.SG-ON+ALL
színnel	3	szín	szín-vel	N.SG-INST
lábuk	2	láb	láb-uk	N.NOM-PSS3P.SG
szóljak	3	szól	szól-jak	V-SBJV.PRS.INDF.1.SG
délbe	1	dél	dél-be	N.SG-IN+ALL
kocsiba	9	kocsi	kocsi-ba	N.SG-IN+ALL
használni	9	használ	használ-ni	V-NFIN
kérdés	2	kérdés	kérdés	N.NOM.SG
kazettát	3	kazetta	kazetta-t	N.SG-ACC
tiszába	2	tisza	tisza-ba	N.SG-IN+ALL
dobáld	3	dobál	dobál-d	V-SBJV.PRS.DEF.2.SG
padba	1	pad	pad-ba	N.SG-IN+ALL
éváé	6	éva	éva-é	N.SG-PSS4S
pusziltad	6	puszil	puszil-tad	V-IND.PST.DEF.2.SG
vesz	10	vesz	vesz	V.IND.PRS.INDF.3.SG
szája	58	száj	száj-a	N.NOM-PSS3S.SG
zárd	6	zár	zár-d	V-SBJV.PRS.DEF.2.SG
mondtátok	1	mond	mond-tátok	V-IND.PST.DEF.2.PL
könnyebben	1	könnyebb	könnyebb-ben	ADJ.SG-IN+ESS
jöjjek	1	jön	jön-jek	V-SBJV.PRS.INDF.1.SG
bújsz	2	bújik	búj-sz	V-IND.PRS.INDF.2.SG.asz
császár	6	császár	császár	N.NOM.SG
sót	3	só	só-t	N.SG-ACC
beépítse	1	beépít	beépít-je	V-SBJV.PRS.DEF.3.SG
zoknid	1	zokni	zokni-d	N.NOM-PSS2S.SG
tolni	1	tol	tol-ni	V-NFIN
hosszú	31	hosszú	hosszú	ADJ.NOM.SG
pipával	1	pipa	pipa-val	N.SG-INST
udvaron	7	udvar	udvar-on	N.SG-ON+ESS
boldog	16	boldog	boldog	ADJ.NOM.SG
fodrászhoz	1	fodrász	fodrász-hoz	N.SG-AT+ALL
nyáron	8	nyár	nyár-on	N.SG-ON+ESS
kiscsibéi	1	kiscsibe	kiscsibe-i	N.NOM-PSS3S.PL
visszaadja	4	visszaad	visszaad-ja	V-IND.PRS.DEF.3.SG
mászni	15	mászik	mász-ni	V-NFIN
fektette	1	fektet	fektet-te	V-IND.PST.DEF.3.SG
sás	1	sás	sás	N.NOM.SG
lemész	4	lemegy	lemegy-sz	V-IND.PRS.INDF.2.SG.asz
másodika	1	másodika	másodika	N.NOM.SG
mester	1	mester	mester	N.NOM.SG
találkozni	3	találkozik	találkoz-ni	V-NFIN
bolond	2	bolond	bolond	N.NOM.SG
vonattal	16	vonat	vonat-val	N.SG-INST
mélyen	2	mély	mély-en	N.SG-ON+ESS
gombát	2	gomba	gomba-t	N.SG-ACC
villamoson	3	villamos	villamos-on	N.SG-ON+ESS
müller	5	müller	müller	N.NOM.SG
törnek	2	tör	tör-nek	V-IND.PRS.INDF.3.PL
hangon	1	hang	hang-on	N.SG-ON+ESS
rák	2	rák	rák	N.NOM.SG
régi	9	régi	régi	N.NOM.SG
leszálltam	2	leszáll	leszáll-tam	V-IND.PST.INDF.1.SG
unatkoznak	1	unatkozik	unatkoz-nak	V-IND.PRS.INDF.3.PL
dobozon	1	doboz	doboz-on	N.SG-ON+ESS
használ	1	használ	használ	V.IND.PRS.INDF.3.SG
vezeted	1	vezet	vezet-ed	V-IND.PRS.DEF.2.SG
maradsz	23	marad	marad-sz	V-IND.PRS.INDF.2.SG.asz
feltartja	1	feltart	feltart-ja	V-IND.PRS.DEF.3.SG
elaludni	1	elalszik	elalud-ni	V-NFIN
fázni	1	fázik	fáz-ni	V-NFIN
megsérült	3	megsérül	megsérül-t	V-IND.PST.INDF.3.SG
néztem	1	néz	néz-tem	V-IND.PST.INDF.1.SG
halad	1	hal	hal-ad	N.NOM-PSS2S.SG
hozzam	8	hoz	hoz-jam	V-SBJV.PRS.DEF.1.SG
vertem	1	ver	ver-tem	V-IND.PST.INDF.1.SG
villannyal	1	villany	villany-val	N.SG-INST
evésnél	1	evés	evés-nél	N.SG-AT+ESS
táncoljunk	3	táncol	táncol-junk	V-SBJV.PRS.INDF.1.PL
fényképezni	2	fényképez	fényképez-ni	V-NFIN
manót	4	manó	manó-t	N.SG-ACC
festenek	1	fest	fest-enek	V-IND.PRS.INDF.3.PL
ültesse	1	ültet	ültet-je	V-SBJV.PRS.DEF.3.SG
kenyered	1	kenyér	kenyér-ed	N.NOM-PSS2S.SG
esszük	2	essz	essz-ük	N.NOM-PSS3P.SG
kopogtam	1	kopog	kopog-tam	V-IND.PST.INDF.1.SG
sütve	3	süt	süt-ve	V-V.CVB
szedret	1	szeder	szeder-et	N.SG-ACC
nyomd	19	nyom	nyom-d	V-SBJV.PRS.DEF.2.SG
boltos	3	boltos	boltos	N.NOM.SG
haragudj	2	haragszik	haragud-j	V-SBJV.PRS.INDF.2.SG
udvarban	2	udvar	udvar-ban	N.SG-IN+ESS
szeretitek	1	szeret	szeret-itek	V-IND.PRS.DEF.2.PL
pár	30	pár	pár	N.NOM.SG
konyhája	2	konyha	konyha-ja	N.NOM-PSS3S.SG
hinta	26	hinta	hinta	N.NOM.SG
forog	24	forog	forog	V.IND.PRS.INDF.3.SG
engedje	2	enged	enged-je	V-SBJV.PRS.DEF.3.SG
teát	28	tea	tea-t	N.SG-ACC
teszel	6	tesz	tesz-el	V-IND.PRS.INDF.2.SG.Ol
nevetsz	1	nevet	nevet-sz	V-IND.PRS.INDF.2.SG.asz
úszni	2	úszik	úsz-ni	V-NFIN
paprikás	2	paprikás	paprikás	N.NOM.SG
házat	81	ház	ház-at	N.SG-ACC
homokozóban	5	homokozó	homokozó-ban	N.SG-IN+ESS
szekrény	9	szekrény	szekrény	N.NOM.SG
gatyában	1	gatya	gatya-ban	N.SG-IN+ESS
bel	1	bel	bel	N.NOM.SG
ige	64	ige	ige	N.NOM.SG
csészét	1	csésze	csésze-t	N.SG-ACC
bilibe	12	bili	bili-be	N.SG-IN+ALL
autóban	6	autó	autó-ban	N.SG-IN+ESS
összevissza	2	összevissza	összevissza	ADJ.NOM.SG
összeszerelték	1	összeszerel	összeszerel-ték	V-IND.PST.DEF.3.PL
szorítani	3	szorít	szorít-ani	V-NFIN
fordulsz	1	fordul	fordul-sz	V-IND.PRS.INDF.2.SG.asz
látta	5	lát	lát-ta	V-IND.PST.DEF.3.SG
veszekedni	6	veszekedik	veszeked-ni	V-NFIN
csenget	2	csenget	csenget	V.IND.PRS.INDF.3.SG
fogásnak	1	fogás	fogás-nak	N.SG-DAT.SG
zsebem	6	zseb	zseb-em	N.NOM-PSS1S.SG
szegénynek	3	szegény	szegény-nek	N.SG-DAT.SG
mászd	1	mászik	mász-d	V-SBJV.PRS.DEF.2.SG
játszanék	1	játszik	játsz-anék	V-COND.PRS.INDF.1.SG
adta	15	ad	ad-ta	V-IND.PST.DEF.3.SG
éjszakát	7	éjszaka	éjszaka-t	N.SG-ACC
hasonlót	1	hasonló	hasonló-t	ADJ.SG-ACC
vigyázni	14	vigyáz	vigyáz-ni	V-NFIN
mosakodtam	1	mosakodik	mosakod-tam	V-IND.PST.INDF.1.SG
bábu	21	bábu	bábu	N.NOM.SG
pályát	7	pálya	pálya-t	N.SG-ACC
háziasszony	2	háziasszony	háziasszony	N.NOM.SG
leestél	9	leesik	lees-tél	V-IND.PST.INDF.2.SG
tanításnak	1	tanítás	tanítás-nak	N.SG-DAT.SG
fejünket	1	fej	fej-ünk-et	N.SG-PSS1P-ACC
papot	8	pap	pap-ot	N.SG-ACC
nagyra	6	nagy	nagy-ra	N.SG-ON+ALL
oldalából	1	oldal	oldal-a-ból	N.SG-PSS3S-IN+ABL
hús	13	hús	hús	N.NOM.SG
szemére	1	szem	szem-e-re	N.SG-PSS3S-ON+ALL
legény	1	legény	legény	N.NOM.SG
felült	1	felül	felül-t	V-IND.PST.INDF.3.SG
folt	3	folt	folt	N.NOM.SG
nézzek	10	néz	néz-jek	V-SBJV.PRS.INDF.1.SG
kamera	6	kamera	kamera	N.NOM.SG
bekapcsoltuk	1	bekapcsol	bekapcsol-tuk	V-IND.PST.DEF.1.PL
kocsmába	1	kocsma	kocsma-ba	N.SG-IN+ALL
szempilla	1	szempilla	szempilla	N.NOM.SG
feküdj	54	fekszik	feküd-j	V-SBJV.PRS.INDF.2.SG
vendégek	3	vendég	vendég-ek	N.NOM-PL
hozzunk	2	hoz	hoz-junk	V-SBJV.PRS.INDF.1.PL
ülj	116	ül	ül-j	V-SBJV.PRS.INDF.2.SG
párnán	2	párna	párna-n	N.SG-ON+ESS
fent	8	fen	fen-t	N.SG-ACC
használom	1	használ	használ-om	V-IND.PRS.DEF.1.SG
megcsinál	1	megcsinál	megcsinál	V.IND.PRS.INDF.3.SG
jelentem	1	jelent	jelent-em	V-IND.PRS.DEF.1.SG
leszedte	1	leszed	leszed-te	V-IND.PST.DEF.3.SG
felülök	2	felül	felül-ök	V-IND.PRS.INDF.1.SG
próbálkozott	1	próbálkozik	próbálkoz-ott	V-IND.PST.INDF.3.SG
bekenem	7	beken	beken-em	V-IND.PRS.DEF.1.SG
ólomkatonát	5	ólomkatona	ólomkatona-t	N.SG-ACC
rendben	9	rend	rend-ben	N.SG-IN+ESS
feketék	2	fekete	fekete-k	N.NOM-PL
küldd	1	küld	küld-d	V-SBJV.PRS.DEF.2.SG
üljön	24	ül	ül-jön	V-SBJV.PRS.INDF.3.SG
lemossa	2	lemos	lemos-ja	V-IND.PRS.DEF.3.SG
padon	1	pad	pad-on	N.SG-ON+ESS
hord	2	hord	hord	V.IND.PRS.INDF.3.SG
kopogok	2	kopog	kopog-ok	V-IND.PRS.INDF.1.SG
elbújtam	2	elbújik	elbúj-tam	V-IND.PST.INDF.1.SG
ujj	3	ujj	ujj	N.NOM.SG
perccel	3	perc	perc-vel	N.SG-INST
hagyjátok	1	hagy	hagy-játok	V-IND.PRS.DEF.2.PL
gond	2	gond	gond	N.NOM.SG
sétán	2	séta	séta-n	N.SG-ON+ESS
kókuszdiót	1	kókuszdió	kókuszdió-t	N.SG-ACC
gabi	34	gabi	gabi	N.NOM.SG
járkálni	1	járkál	járkál-ni	V-NFIN
kapta	13	kap	kap-ta	V-IND.PST.DEF.3.SG
gyümölcsöt	25	gyümölcs	gyümölcs-öt	N.SG-ACC
ebédeltünk	2	ebédel	ebédel-tünk	V-IND.PST.INDF.1.PL
kívánjuk	1	kíván	kíván-juk	V-IND.PRS.DEF.1.PL
hagytad	2	hagy	hagy-tad	V-IND.PST.DEF.2.SG
lányom	2	lány	lány-om	N.NOM-PSS1S.SG
leírom	1	leír	leír-om	V-IND.PRS.DEF.1.SG
látod	372	lát	lát-od	V-IND.PRS.DEF.2.SG
kaparó	1	kaparó	kaparó	N.NOM.SG
szedjünk	5	szed	szed-jünk	V-SBJV.PRS.INDF.1.PL
keres	10	keres	keres	V.IND.PRS.INDF.3.SG
mentek	17	ment	ment-ek	V-IND.PRS.INDF.1.SG
lázad	2	láz	láz-ad	N.NOM-PSS2S.SG
háta	17	háta	háta	N.NOM.SG
kap	40	kap	kap	V.IND.PRS.INDF.3.SG
hajad	8	haj	haj-ad	N.NOM-PSS2S.SG
gulyás	1	gulyás	gulyás	N.NOM.SG
kormánya	1	kormány	kormány-a	N.NOM-PSS3S.SG
vegyen	4	vesz	vesz-jen	V-SBJV.PRS.INDF.3.SG
vitorlás	10	vitorlás	vitorlás	N.NOM.SG
bácsin	1	bácsi	bácsi-n	N.SG-ON+ESS
udvar	2	udvar	udvar	N.NOM.SG
ülés	2	ülés	ülés	N.NOM.SG
telefonálj	1	telefonál	telefonál-j	V-SBJV.PRS.INDF.2.SG
mikit	10	miki	miki-t	N.SG-ACC
hangja	8	hang	hang-ja	N.NOM-PSS3S.SG
szárítani	1	szárít	szárít-ani	V-NFIN
utánzod	1	utánoz	utánoz-od	V-IND.PRS.DEF.2.SG
barack	15	barack	barack	N.NOM.SG
elfér	9	elfér	elfér	V.IND.PRS.INDF.3.SG
kimentem	1	kimegy	kimegy-tem	V-IND.PST.INDF.1.SG
papucsban	1	papucs	papucs-ban	N.SG-IN+ESS
zsebkendő	3	zsebkendő	zsebkendő	N.NOM.SG
krokodilt	3	krokodil	krokodil-t	N.SG-ACC
elveszel	2	elvész	elvész-el	V-IND.PRS.INDF.2.SG.Ol
fordítva	3	fordít	fordít-va	V-V.CVB
jövőről	1	jövő	jövő-ről	N.SG-ON+ABL
öntünk	1	önt	önt-ünk	V-IND.PRS.INDF.1.PL
felveszünk	1	felvesz	felvesz-ünk	V-IND.PRS.INDF.1.PL
néninek	33	néni	néni-nek	N.SG-DAT.SG
összerakni	2	összerak	összerak-ni	V-NFIN
hörcsögöt	1	hörcsög	hörcsög-öt	N.SG-ACC
levesszük	22	levesz	levesz-jük	V-IND.PRS.DEF.1.PL
tudunk	24	tud	tud-unk	V-IND.PRS.INDF.1.PL
télen	3	tél	tél-en	N.SG-ON+ESS
hasadra	2	has	has-ad-ra	N.SG-PSS2S-ON+ALL
magasak	1	magas	magas-ak	ADJ.NOM-PL
szappan	31	szappan	szappan	N.NOM.SG
galagonya	9	galagonya	galagonya	N.NOM.SG
fülét	6	fül	fül-e-t	N.SG-PSS3S-ACC
